,1,2,3
912,,adolescence,nyctinasty
913,,umbrage,frison
914,,laudatory,rajpramukh
915,,escarole,tussock
916,,netiquette,gesellschaft
917,,tropical,cnidarian
918,,menagerie,pointelle
919,,crustaceans,flavedo
920,,jitney,Chalcolithic
921,,nanotechnology,lanolated
922,,paucity,tamari
923,,pontiff,capotasto
924,,hallucinate,vinaigrette
925,,bubonic,maquillage
926,,wattage,rinceau
927,,bureau,linnet
928,,doldrums,arenaceous
929,,omniscient,Panagia
930,,opprobrious,tinnient
931,,sartorial,mortadella
932,,papillon,filar
933,,burglarious,embouchure
934,,slumgullion,panettone
935,,capacity,nockerl
936,,nocturnal,aioli
937,,escarpment,stanchion
938,,vertigo,bhangra
939,,cryptozoa,plangency
940,,valedictorian,tmesis
941,,sewage,rhabdoid
942,,redolent,pochoir
943,,Celsius,spirulina
944,,accumulate,risorgimento
945,,preponderance,apocryphal
946,,auspices,clerihew
947,,epoxy,apodyterium
948,,vendage,glyceraldehyde
949,,dialysis,eleemosynary
950,,deltoidal,agalma
951,,bruxism,tamarack
952,,elaborative,tsukupin
953,,discreetly,apoplexy
954,,entente,hagiographer
955,,humidistat,force majeure
956,,opulent,analgesia
957,,psychoanalysis,puerilely
958,,proprietary,katakana
959,,sieve,verdure
960,,boomslang,syncope
961,,sardonic,ossicle
962,,paramecium,dengue
963,,calendar,obloquy
964,,**nascent,Parmentier
965,,trounce,fait accompli
966,,circuitous,icosahedron
967,,braille,anemone
968,,monochrome,cantatrice
969,,reiterate,dhole
970,,OR naissant,rugose
971,,hydrophobia,dreikanter
972,,ingot,goanna
973,,brethren,alpargata
974,,inclement,emollient
975,,justiciable,**budgerigar
976,,pageantry,brume
977,,sandal,penicillin
978,,nubuck,wassail
979,,tympanum,disembogue
980,,celery,parquet
981,,vernal,OR budgereegah
982,,vinegar,hiortdahlite
983,,pashmina,pendeloque
984,,jocularity,ammonite
985,,fisticuffs,luculent
986,,idiosyncratic,dhurrie
987,,aardvark,OR budgerygah
988,,fiduciary,extravasate
989,,utilitarian,beelzebub
990,,unfurl,tanager
991,,propinquity,expatiate
992,,burgoo,lapidary
993,,census,outré
994,,emulsify,incunabula
995,,millivolt,rhinorrhagia
996,,calculator,
997,,epidermis,
998,,occupancy,
999,,stagflation,
1000,,lorikeet,
1001,,herringbone,
1002,,corduroy,
1003,,carriage,
1004,,coriander,
1005,,brontophobia,
1006,,malfeasance,
1007,,orchestra,
1008,,encore,
1009,,abstemious,
1010,,amnesty,
1011,,macrobiotics,
1012,,sequential,
1013,,phlox,
1014,,hollyhock,
1015,,echinoderm,
1016,,condensation,
1017,,glareous,
1018,,intersperse,
1019,,tractability,
1020,,qualms,
1021,,optimum,
1022,,aqueduct,
1023,,rejuvenate,
1024,,numerology,
1025,,montage,
1026,,mosaic,
1027,,pathogen,
1028,,ferret,
1029,,tubular,
1030,,Paleozoic,
1031,,compendium,
1032,,centipede,
1033,,acrostic,
1034,,widdershins,
1035,,dodecahedron,
1036,,funnel,
1037,,unmoored,
1038,,attendee,
1039,,anthropology,
1040,,hostile,
1041,,rictus,
1042,,syndicate,
1043,,yardang,
1044,,nomenclature,
1045,,cruciferous,
1046,,subsequent,
1047,,vengeance,
1048,,chrysalis,
1049,,fluctuation,
1050,,botany,
1051,,macchiato,
1052,,whet,
1053,,modular,
1054,,bethesda,
1055,,flabbergast,
1056,,Holocaust,
1057,,ancillary,
1058,,blatant,
1059,,kleptocrat,
1060,,cartilage,
1061,,accolade,
1062,,augment,
1063,,toile,
1064,,pyramid,
1065,,neuropathy,
1066,,coeval,
1067,,connivery,
1068,,acoustic,
1069,,plaudits,
1070,,terminus,
1071,,surrealist,
1072,,curio,
1073,,impresario,
1074,,eruption,
1075,,serenade,
1076,,agitation,
1077,,secession,
1078,,ombudsman,
1079,,bruschetta,
1080,,auburn,
1081,,heptad,
1082,,tremulous,
1083,,digression,
1084,,hydrant,
1085,,dictum,
1086,,virtually,
1087,,engineer,
1088,,scythe,
1089,,intricate,
1090,,zeppelin,
1091,,premonition,
1092,,glissando,
1093,,pilcrow,
1094,,duplicitous,
1095,,annotate,
1096,,superficiality,
1097,,stereotypical,
1098,,stomach,
1099,,porosity,
1100,,protectorate,
1101,,vehemence,
1102,,marooned,
1103,,bergamot,
1104,,demonstrative,
1105,,tandoori,
1106,,placards,
1107,,fervorous,
1108,,**volary,
1109,,telepathic,
1110,,megalomaniac,
1111,,succumb,
1112,,corral,
1113,,septennial,
1114,,OR volery,
1115,,banquet,
1116,,posse,
1117,,fervently,
1118,,credulity,
1119,,hypotenuse,
1120,,follicle,
1121,,upbraid,
1122,,declension,
1123,,divestiture,
1124,,dissonance,
1125,,emancipatory,
1126,,brochure,
1127,,pancreas,
1128,,berserk,
1129,,roseola,
1130,,shoji,
1131,,supine,
1132,,grotesqueness,
1133,,expunge,
1134,,cathedral,
1135,,installation,
1136,,auditorium,
1137,,fracas,
1138,,privatim,
1139,,maize,
1140,,deciduous,
1141,,harbinger,
1142,,reconcilable,
1143,,disrepair,
1144,,eradicate,
1145,,metastasize,
1146,,baleen,
1147,,raptatorial,
1148,,evaluate,
1149,,photogenic,
1150,,krypton,
1151,,quintessential,
1152,,Einstein,
1153,,sobriety,
1154,,mastodon,
1155,,rehearsal,
1156,,ethanol,
1157,,pollutant,
1158,,municipal,
1159,,manumit,
1160,,denticulate,
1161,,irritability,
1162,,quadriceps,
1163,,brouhaha,
1164,,adversaria,
1165,,dentifrice,
1166,,supplicate,
1167,,vainglorious,
1168,,tachycardia,
1169,,pedantry,
1170,,turbinado,
1171,,collegiality,
1172,,torsion,
1173,,ataxia,
1174,,triceratops,
1175,,performance,
1176,,equivocate,
1177,,mahogany,
1178,,documentary,
1179,,capillary,
1180,,flambé,
1181,,clemency,
1182,,fission,
1183,,moribund,
1184,,bromide,
1185,,disposition,
1186,,patronymic,
1187,,backgammon,
1188,,boondoggle,
1189,,recriminatory,
1190,,algae,
1191,,remonstrance,
1192,,odometer,
1193,,intuitable,
1194,,phylum,
1195,,subaqueous,
1196,,reminiscent,
1197,,smithereens,
1198,,uvula,
1199,,divvy,
1200,,hypochondria,
1201,,recusancy,
1202,,menial,
1203,,curator,
1204,,enumerated,
1205,,fatuously,
1206,,obstetrician,
1207,,retrocedence,
1208,,Moroccan,
1209,,judicious,
1210,,desertification,
1211,,fraudulent,
1212,,replete,
1213,,cauterize,
1214,,clearance,
1215,,vice versa,
1216,,quirky,
1217,,necessity,
1218,,raucous,
1219,,immolate,
1220,,assure,
1221,,exercise,
1222,,arraign,
1223,,piety,
1224,,Brandywine,
1225,,résumé,
1226,,compatriots,
1227,,civet,
1228,,elegant,
1229,,veritable,
1230,,surreptitious,
1231,,extensive,
1232,,liaise,
1233,,pancetta,
1234,,minacious,
1235,,sashay,
1236,,surplus,
1237,,transcend,
1238,,quotidian,
1239,,waiver,
1240,,vindictive,
1241,,sciatica,
1242,,impediment,
1243,,freneticism,
1244,,matriculation,
1245,,decennial,
1246,,implacable,
1247,,discomfiture,
1248,,revenant,
1249,,merino,
1250,,revulsive,
1251,,dynamite,
1252,,logarithmic,
1253,,emphysema,
1254,,topgallant,
1255,,pestilence,
1256,,gaucho,
1257,,Gemini,
1258,,regicide,
1259,,stridency,
1260,,clandestine,
1261,,mordant,
1262,,capsule,
1263,,retinol,
1264,,hubris,
1265,,acetone,
1266,,genealogical,
1267,,posthumous,
1268,,tragedian,
1269,,corpulent,
1270,,hibernaculum,
1271,,cerebellum,
1272,,pomposity,
1273,,QWERTY,
1274,,fajitas,
1275,,potpourri,
1276,,bandicoot,
1277,,pantomime,
1278,,neonatology,
1279,,foosball,
1280,,felonious,
1281,,pallor,
1282,,malinger,
1283,,prima donna,
1284,,pituitary,
1285,,accentuate,
1286,,palatial,
1287,,Yorkshire,
1288,,parliamentary,
1289,,praxis,
1290,,fleetness,
1291,,ascension,
1292,,Mecca,
1293,,Belgravia,
1294,,rebarbative,
1295,,Tinseltown,
1296,,anonymity,
1297,,venue,
1298,,albeit,
1299,,casserole,
1300,,olympiad,
1301,,sorrel,
1302,,carcinogenic,
1303,,microfiche,
1304,,vermicide,
1305,,semester,
1306,,crocodile,
1307,,McCoy,
1308,,detritus,
1309,,quadrilateral,
1310,,echelon,
1311,,sacrament,
1312,,venerable,
1313,,histrionics,
1314,,anorak,
1315,,turpentine,
1316,,supremacy,
1317,,terra-cotta,
1318,,chemise,
1319,,cashier,
1320,,enviable,
1321,,cellophane,
1322,,clowder,
1323,,moratorium,
1324,,campanology,
1325,,polysemy,
1326,,extrapolate,
1327,,indulgent,
1328,,occultation,
1329,,cognizant,
1330,,persuasible,
1331,,stampede,
1332,,extinguish,
1333,,occipital,
1334,,Chihuahua,
1335,,OR *cognisant,
1336,,desultorily,
1337,,forfeit,
1338,,pilaster,
1339,,predicament,
1340,,promontory,
1341,,languish,
1342,,papyrus,
1343,,armadillo,
1344,,perceptible,
1345,,provincial,
1346,,shar-pei,
1347,,protuberant,
1348,,El Niño,
1349,,overweening,
1350,,dystopia,
1351,,antithesis,
1352,,narcoleptic,
1353,,chortle,
1354,,anchorage,
1355,,sacrosanct,
1356,,muesli,
1357,,gouge,
1358,,efface,
1359,,unscathed,
1360,,conundrum,
1361,,syringe,
1362,,crux,
1363,,salivate,
1364,,sycophant,
1365,,raclette,
1366,,debilitate,
1367,,eclipse,
1368,,wordmonger,
1369,,laity,
1370,,bellwether,
1371,,superstitious,
1372,,mittimus,
1373,,espadrille,
1374,,wobbulator,
1375,,indolent,
1376,,clarinet,
1377,,mawkish,
1378,,mellifluous,
1379,,corgi,
1380,,caffeine,
1381,,jimberjawed,
1382,,syllabus,
1383,,arithmetic,
1384,,olfactory,
1385,,pliant,
1386,,panacea,
1387,,toilsome,
1388,,animus,
1389,,depredation,
1390,,en masse,
1391,,billiards,
1392,,cabaret,
1393,,tempestuous,
1394,,trillium,
1395,,ignominious,
1396,,stroganoff,
1397,,obstreperous,
1398,,froufrou,
1399,,univocal,
1400,,Dalmatian,
1401,,auction,
1402,,procrastinate,
1403,,frabjous,
1404,,eschew,
1405,,avarice,
1406,,ufology,
1407,,assiduous,
1408,,purification,
1409,,spiracle,
1410,,ventricle,
1411,,bouclé,
1412,,cholera,
1413,,diligence,
1414,,plantain,
1415,,Formica,
1416,,inducement,
1417,,OR boucle,
1418,,**minuscule,
1419,,bodega,
1420,,aperture,
1421,,Mylar,
1422,,vanguard,
1423,,thoroughbred,
1424,,OR miniscule,
1425,,bona fide,
1426,,rhythmically,
1427,,rustication,
1428,,portrait,
1429,,potassium,
1430,,jeepney,
1431,,gustatory,
1432,,shazam,
1433,,globular,
1434,,tepidity,
1435,,peculate,
1436,,volucrine,
1437,,obliterate,
1438,,bountiful,
1439,,stellular,
1440,,meridian,
1441,,treatise,
1442,,populace,
1443,,legalese,
1444,,pantheon,
1445,,akimbo,
1446,,spontaneity,
1447,,undergird,
1448,,vetiver,
1449,,rudiments,
1450,,marimba,
1451,,derisive,
1452,,platinum,
1453,,oompah,
1454,,parameters,
1455,,monitory,
1456,,conduit,
1457,,ineluctable,
1458,,nonnegotiable,
1459,,adulation,
1460,,inflammable,
1461,,equilibrium,
1462,,bravado,
1463,,eerily,
1464,,disparate,
1465,,minutia,
1466,,pyrotechnics,
1467,,roustabout,
1468,,beneficent,
1469,,funambulist,
1470,,artifice,
1471,,anticipatory,
1472,,mollify,
1473,,trifle,
1474,,indict,
1475,,apotheosis,
1476,,cymbals,
1477,,chinook,
1478,,cohesive,
1479,,ambrosial,
1480,,epitome,
1481,,entrée,
1482,,nucleated,
1483,,indigent,
1484,,stigmata,
1485,,simultaneity,
1486,,annulment,
1487,,homeostasis,
1488,,exorbitant,
1489,,merganser,
1490,,prolix,
1491,,gastronome,
1492,,vegetarian,
1493,,calamari,
1494,,reparations,
1495,,sternum,
1496,,mitochondria,
1497,,epithet,
1498,,surimi,
1499,,prehensile,
1500,,constabulary,
1501,,par excellence,
1502,,onomatopoeia,
1503,,encroach,
1504,,besmirch,
1505,,somatotype,
1506,,speculate,
1507,,thwartwise,
1508,,lavender,
1509,,acacia,
1510,,trespass,
1511,,bizarro,
1512,,stratosphere,
1513,,tae kwon do,
1514,,tensile,
1515,,tetanus,
1516,,commandeer,
1517,,dissemble,
1518,,noxious,
1519,,fenestrated,
1520,,gaudery,
1521,,scarlatina,
1522,,bonsai,
1523,,gallant,
1524,,arbitrary,
1525,,lugubrious,
1526,,luxuriate,
1527,,ciao,
1528,,university,
1529,,intensify,
1530,,quasar,
1531,,isosceles,
1532,,cavalcade,
1533,,genome,
1534,,celestial,
1535,,hurriedly,
1536,,Podunk,
1537,,hoity-toity,
1538,,gladiatorial,
1539,,inviolable,
1540,,preposterous,
1541,,corrosive,
1542,,seize,
1543,,Mesopotamian,
1544,,machination,
1545,,contrite,
1546,,extant,
1547,,afghan,
1548,,pathos,
1549,,Muzak,
1550,,pugnacious,
1551,,patrician,
1552,,cogently,
1553,,odontiasis,
1554,,equinox,
1555,,vicinity,
1556,,peruse,
1557,,enervate,
1558,,auricular,
1559,,stratification,
1560,,prosperous,
1561,,merely,
1562,,alluvial,
1563,,turophile,
1564,,settee,
1565,,tomahawk,
1566,,sclerosis,
1567,,abominable,
1568,,epicurean,
1569,,Patagonia,
1570,,legitimately,
1571,,artesian,
1572,,ablaut,
1573,,procedure,
1574,,derelict,
1575,,vanquish,
1576,,inoculate,
1577,,mendacious,
1578,,anabolic,
1579,,limpid,
1580,,revelation,
1581,,ectoplasm,
1582,,heleoplankton,
1583,,gubernatorial,
1584,,pungent,
1585,,pagoda,
1586,,ottoman,
1587,,fiscal,
1588,,epitaphs,
1589,,multivalent,
1590,,mandrill,
1591,,establishment,
1592,,logographic,
1593,,oblige,
1594,,solitaire,
1595,,artillery,
1596,,gibbous,
1597,,ruminate,
1598,,armistice,
1599,,viscount,
1600,,dishevel,
1601,,quotient,
1602,,extracurricular,
1603,,sympathy,
1604,,cryogenic,
1605,,plague,
1606,,Limburger,
1607,,ricotta,
1608,,punctuation,
1609,,puniness,
1610,,catalyst,
1611,,preferential,
1612,,tuffet,
1613,,guttural,
1614,,nautilus,
1615,,lingua franca,
1616,,thespian,
1617,,bazooka,
1618,,epact,
1619,,atrocious,
1620,,thievery,
1621,,triforium,
1622,,submersible,
1623,,complacency,
1624,,abstruse,
1625,,vivacious,
1626,,dragoon,
1627,,**déjà vu,
1628,,extemporaneous,
1629,,kraken,
1630,,nephrolith,
1631,,xenoglossy,
1632,,yuzu,
1633,,OR déjà vue,
1634,,ungetatable,
1635,,stanzaic,
1636,,adipose,
1637,,smorgasbord,
1638,,ritziness,
1639,,calabash,
1640,,unilaterally,
1641,,putrescent,
1642,,quorum,
1643,,electrode,
1644,,gazette,
1645,,**chute,
1646,,ordinance,
1647,,nostalgia,
1648,,pharynx,
1649,,sporadically,
1650,,continuum,
1651,,OR shute,
1652,,ursine,
1653,,dechlorinate,
1654,,epistolary,
1655,,sudation,
1656,,pachyderm,
1657,,impermeable,
1658,,arduous,
1659,,unconscionable,
1660,,pursuit,
1661,,cytoplasm,
1662,,symposium,
1663,,trepidation,
1664,,carnitas,
1665,,Pembroke,
1666,,esoteric,
1667,,affectionately,
1668,,floribunda,
1669,,collision,
1670,,bulgogi,
1671,,liquefaction,
1672,,grapheme,
1673,,Pulitzer,
1674,,salience,
1675,,scarab,
1676,,fibromyalgia,
1677,,palazzo,
1678,,trigonometry,
1679,,vitreous,
1680,,molasses,
1681,,veganism,
1682,,terrier,
1683,,miasma,
1684,,alloy,
1685,,wraith,
1686,,classical,
1687,,humerus,
1688,,captivated,
1689,,concoct,
1690,,Belgium,
1691,,insulin,
1692,,fungible,
1693,,vagabonds,
1694,,onus,
1695,,modicum,
1696,,audacious,
1697,,phlegmatic,
1698,,Gothamite,
1699,,variegated,
1700,,precursor,
1701,,javelin,
1702,,exasperate,
1703,,spasmodic,
1704,,affable,
1705,,volition,
1706,,mochi,
1707,,spoonerism,
1708,,Mandarin,
1709,,bouquet,
1710,,dopamine,
1711,,gossamer,
1712,,feign,
1713,,complicit,
1714,,Kelvin,
1715,,denizen,
1716,,pitiful,
1717,,vincible,
1718,,dementia,
1719,,gyrocopter,
1720,,vellum,
1721,,duopoly,
1722,,ammunition,
1723,,factitious,
1724,,voilà,
1725,,**medieval,
1726,,enunciate,
1727,,alpinist,
1728,,pariah,
1729,,sculpture,
1730,,OR voila,
1731,,OR mediaeval,
1732,,tarsier,
1733,,abracadabra,
1734,,prodigious,
1735,,annuity,
1736,,habanero,
1737,,licensure,
1738,,autodidact,
1739,,plethora,
1740,,denominator,
1741,,quid pro quo,
1742,,Francophone,
1743,,Herculean,
1744,,parable,
1745,,rappelled,
1746,,prorogue,
1747,,curmudgeon,
1748,,convivium,
1749,,pilgrimages,
1750,,rowan,
1751,,conceit,
1752,,fecund,
1753,,cushion,
1754,,atrium,
1755,,oriel,
1756,,tripartite,
1757,,tapas,
1758,,laceration,
1759,,tutelage,
1760,,italicization,
1761,,preeminent,
1762,,Bohemian,
1763,,sediment,
1764,,nexus,
1765,,domiciled,
1766,,preliminary,
1767,,alfresco,
1768,,succinct,
1769,,emulate,
1770,,decor,
1771,,theorem,
1772,,echoed,
1773,,loquacious,
1774,,inquietude,
1775,,caveat,
1776,,OR décor,
1777,,accrual,
1778,,reticulated,
1779,,prosthetic,
1780,,compunction,
1781,,doubloons,
1782,,duchy,
1783,,grandeur,
1784,,authenticate,
1785,,latency,
1786,,decumbiture,
1787,,oscillation,
1788,,enzyme,
1789,,quandary,
1790,,ornithology,
1791,,sanctimonious,
1792,,racketeer,
1793,,Vatican,
1794,,dinero,
1795,,equanimity,
1796,,apropos,
1797,,peremptory,
1798,,solder,
1799,,fucoid,
1800,,comestibles,
1801,,thermos,
1802,,pessimum,
1803,,infarction,
1804,,interim,
1805,,parley,
1806,,stenographer,
1807,,acrylics,
1808,,amateurish,
1809,,cedar,
1810,,definiendum,
1811,,meningitis,
1812,,mezzanine,
1813,,imminent,
1814,,**intransigent,
1815,,udon,
1816,,***dandle,
1817,,nutation,
1818,,lozenge,
1819,,hieroglyphics,
1820,,OR intransigeant,
1821,,gourd,
1822,,effete,
1823,,nutria,
1824,,tedious,
1825,,oculus,
1826,,tyrannical,
1827,,verbatim,
1828,,Antigua,
1829,,sedge,
1830,,resonate,
1831,,dubiously,
1832,,pearlescent,
1833,,joule,
1834,,vaudeville,
1835,,capstan,
1836,,suspicion,
1837,,mariposa,
1838,,tautology,
1839,,niacin,
1840,,frisket,
1841,,vicarious,
1842,,repudiate,
1843,,teleology,
1844,,misconstrue,
1845,,courage,
1846,,brockage,
1847,,alate,
1848,,emporium,
1849,,bowyer,
1850,,sagacious,
1851,,arabesque,
1852,,malapropism,
1853,,victimology,
1854,,Victorian,
1855,,infatuation,
1856,,mammalian,
1857,,cylindrical,
1858,,pelf,
1859,,ibex,
1860,,forestallment,
1861,,abysmal,
1862,,tranquil,
1863,,tephra,
1864,,aqueous,
1865,,cudgel,
1866,,Iberian,
1867,,chambray,
1868,,behemoth,
1869,,lackadaisical,
1870,,Dianthus,
1871,,bicameral,
1872,,fluency,
1873,,rhombus,
1874,,equestrian,
1875,,silhouette,
1876,,olingo,
1877,,irrigation,
1878,,invective,
1879,,revendicate,
1880,,nominal,
1881,,dismal,
1882,,Halifax,
1883,,labradoodle,
1884,,occur,
1885,,jonquil,
1886,,draconian,
1887,,consortium,
1888,,concordance,
1889,,portico,
1890,,claustrophobia,
1891,,pensive,
1892,,trebuchet,
1893,,tuition,
1894,,huerta,
1895,,corsage,
1896,,idyllic,
1897,,quarantine,
1898,,ransom,
1899,,multifarious,
1900,,vascular,
1901,,smellfungus,
1902,,coralline,
1903,,schnitzel,
1904,,iambic,
1905,,unanimous,
1906,,wentletrap,
1907,,arboretum,
1908,,abhenry,
1909,,rialto,
1910,,monocle,
1911,,soporific,
1912,,serrated,
1913,,Zamboni,
1914,,chromosome,
1915,,delphinium,
1916,,apocalypse,
1917,,tupelo,
1918,,poblano,
1919,,blarney,
1920,,braggart,
1921,,obelisk,
1922,,cemetery,
1923,,cadaverous,
1924,,conclave,
1925,,diacritic,
1926,,relentlessly,
1927,,diurnal,
1928,,anticoagulant,
1929,,prowess,
1930,,Gregorian,
1931,,mephitic,
1932,,opalescence,
1933,,prejudice,
1934,,euro,
1935,,dromedary,
1936,,rebuff,
1937,,complementary,
1938,,polyglot,
1939,,bombastic,
1940,,Gouda,
1941,,squalid,
1942,,taverna,
1943,,Philistine,
1944,,velociraptor,
1945,,cistern,
1946,,endocrine,
1947,,tracheotomy,
1948,,illicitly,
1949,,dyspeptic,
1950,,puree,
1951,,exquisite,
1952,,presumptuous,
1953,,firmament,
1954,,cribbage,
1955,,inglorious,
1956,,manticore,
1957,,epsilon,
1958,,doubt,
1959,,paramountcy,
1960,,crith,
1961,,louche,
1962,,chronometer,
1963,,petroglyphs,
1964,,unkempt,
1965,,sultana,
1966,,Namibian,
1967,,avatar,
1968,,cherubic,
1969,,specious,
1970,,cursive,
1971,,agrarian,
1972,,tricenary,
1973,,grandiloquent,
1974,,wherewithal,
1975,,pumice,
1976,,binoculars,
1977,,collapsar,
1978,,triste,
1979,,armature,
1980,,inquisitor,
1981,,zodiac,
1982,,apportion,
1983,,exhibition,
1984,,interred,
1985,,maidenhair,
1986,,chemistry,
1987,,artery,
1988,,gurney,
1989,,ministrations,
1990,,legerity,
1991,,aureole,
1992,,spinosity,
1993,,demerits,
1994,,grande dame,
1995,,domesticity,
1996,,procurement,
1997,,Acadians,
1998,,prespinous,
1999,,diaspora,
2000,,verism,
2001,,episcopal,
2002,,cribo,
2003,,Gippsland,
2004,,cladistics,
2005,,pious,
2006,,dramatization,
2007,,consecrate,
2008,,colubrine,
2009,,froward,
2010,,gasiform,
2011,,borough,
2012,,nonconformist,
2013,,trituration,
2014,,immie,
2015,,ensconced,
2016,,valuator,
2017,,volatile,
2018,,château,
2019,,neoterism,
2020,,aretalogy,
2021,,cattalo,
2022,,deserter,
2023,,gnocchi,
2024,,erroneous,
2025,,interregnum,
2026,,sessile,
2027,,OR catalo,
2028,,jankers,
2029,,surety,
2030,,tam-o’-shanter,
2031,,viaticum,
2032,,du jour,
2033,,hypogeous,
2034,,Evactor,
2035,,pileus,
2036,,trillado,
2037,,homiletics,
2038,,lanceolate,
2039,,,
2040,,possessive,
2041,,fez,
2042,,per se,
2043,,psalmody,
2044,,bowsprit,
2045,,,
2046,,venial,
2047,,glengarry,
2048,,peradventure,
2049,,omnilegent,
2050,,Charon,
2051,,,
2052,,seton,
2053,,commissioner,
2054,,Ryeland,
2055,,princeps,
2056,,chupacabra,
2057,,,
